Timestamp,ResponseTime,StatusCode
1773324971.659019,61.042,200
1773324978.59585,172.88500000000002,200
1773324984.523185,102.088,200
1773324987.113041,66.80999999999999,200
1773324988.122179,63.53,200
1773324991.274281,67.966,200
1773324996.925879,74.47099999999999,200
1773324996.9411,119.338,200
1773325004.850156,154.088,200
1773325010.015527,163.085,200
1773325010.503607,107.736,200
1773325011.970244,72.832,200
1773325028.692672,179.188,200
1773325030.620981,64.63000000000001,200
1773325038.565506,163.239,200
1773325043.657029,62.315000000000005,200
1773325045.49204,65.262,200
1773325047.377239,63.995999999999995,200
1773325053.914844,173.481,200
1773325057.819849,67.053,200
1773325062.077403,66.219,200
1773325062.956866,61.849000000000004,200
1773325073.511564,165.25,200
1773325081.218793,156.178,200
1773325082.478056,69.551,200
1773325085.781084,67.199,200
1773325086.869641,64.067,200
1773325111.091937,152.499,200
1773325111.717813,123.582,200
1773325114.6779,64.91900000000001,200
1773325118.29279,69.071,200
1773325119.326101,68.256,200
1773325129.730205,161.166,200
1773325141.30015,158.888,200
1773325142.437069,59.721999999999994,200
1773325160.732778,172.025,200
1773325160.81502,294.12300000000005,200
1773325161.302146,58.409000000000006,200
1773325161.800713,66.5,200
1773325164.973289,62.012,200
1773325166.586788,57.8,200
1773325175.707168,167.733,200
1773325175.942988,59.457,200
1773325196.812914,170.566,200
1773325198.942419,67.47200000000001,200
1773325201.363219,64.732,200
1773325207.902175,156.271,200
1773325217.264276,159.23399999999998,200
1773325219.666858,67.28099999999999,200
1773325221.045462,58.348,200
1773325225.683396,79.87700000000001,200
1773325248.226,147.334,200
1773325250.392756,66.604,200
1773325252.039481,63.967,200
1773325261.561016,159.23100000000002,200
1773325261.907447,58.975,200
1773325264.525855,80.39,200
1773325267.69979,61.605,200
1773325269.291199,66.14200000000001,200
1773325273.345844,60.587,200
1773325278.72686,66.385,200
1773325282.807932,64.913,200
1773325302.201469,190.76399999999998,200
1773325319.595804,147.606,200
1773325328.603748,154.129,200
1773325330.687095,76.319,200
1773325332.495893,62.803,200
1773325339.100162,164.50500000000002,200
1773325346.471738,145.677,200
1773325347.493594,57.747,200
1773325349.778367,65.65,200
1773325355.352678,64.091,200
1773325362.860669,170.66400000000002,200
1773325363.658318,60.41,200
1773325364.08978,60.782999999999994,200
1773325398.673014,145.175,200
1773325399.413345,157.57999999999998,200
1773325404.177467,60.232,200
1773325405.098403,55.945,200
1773325406.713322,64.624,200
1773325438.389892,164.169,200
1773325446.056951,138.61499999999998,200
1773325451.239629,63.295,200
1773325462.098216,147.38299999999998,200
1773325478.147611,150.46300000000002,200
1773325485.572936,146.916,200
1773325502.222463,158.106,200
1773325513.784639,171.76500000000001,200
1773326829.282446,960.57,200
1773326871.772132,175.382,200
1773326901.038948,1009.1190000000001,200
1773326902.373578,56.237,200
1773326912.960836,171.736,200
1773326916.52523,79.905,200
1773326917.686313,59.736,200
1773326922.06374,62.413000000000004,200
1773326935.656382,163.237,200
1773326982.278465,181.166,200
1773326985.572702,56.798,200
1773326986.473058,54.085,200
1773326995.817892,137.327,200
1773327002.173604,141.927,200
1773327002.668379,61.598,200
1773327006.864377,64.061,200
1773327017.104175,164.969,200
1773327017.25481,147.02200000000002,200
1773327025.595922,161.81799999999998,200
1773327033.733644,136.516,200
1773327034.15831,58.23,200
1773327041.454522,140.731,200
1773327045.586828,68.863,200
1773327051.324123,63.147999999999996,200
1773327052.634066,62.423,200
1773327053.685526,62.4,200
1773327058.944605,69.538,200
1773327062.607059,71.989,200
1773327065.746312,67.903,200
1773327072.086011,152.18200000000002,200
1773327085.916751,159.505,200
1773327091.049222,68.39099999999999,200
1773327091.664715,60.449999999999996,200
1773327097.585975,62.907000000000004,200
1773327105.208684,144.644,200
1773327106.962512,72.628,200
1773327109.959935,56.765,200
1773327122.097985,166.33100000000002,200
1773327123.990952,68.377,200
1773327135.538148,137.344,200
1773327142.839149,278.512,200
1773327155.118837,157.271,200
1773327160.341569,70.998,200
1773327161.179823,64.119,200
1773327161.447982,60.589,200
1773327163.037636,73.499,200
1773327172.732668,141.96,200
1773327174.651093,61.875,200
1773327176.322596,62.812000000000005,200
1773327188.556079,162.476,200
1773327190.113993,73.143,200
1773327202.907521,187.99099999999999,200
1773327218.000453,169.117,200
1773327230.585703,156.267,200
1773327245.541196,155.125,200
1773327246.922228,58.264,200
1773327260.894971,144.758,200
1773327261.836205,63.45099999999999,200
1773327269.49989,184.13,200
1773327270.52645,56.782,200
1773327271.601548,67.497,200
1773327281.917907,154.267,200
1773327283.498215,62.193,200
1773327289.34547,60.608000000000004,200
1773327292.674411,61.586,200
1773327302.271037,152.832,200
1773327306.413886,66.643,200
1773327308.044782,77.507,200
1773327311.354295,65.199,200
1773327321.641837,160.89700000000002,200
1773327328.643251,153.79000000000002,200
1773327330.294078,73.214,200
1773327338.812368,142.338,200
1773327347.7989,146.671,200
1773327350.280799,62.97,200
1773327351.297247,58.065,200
1773327351.3325,77.017,200
1773327356.982653,81.29899999999999,200
1773327357.436948,60.408,200
1773327360.687433,60.163000000000004,200
1773327362.568952,63.987,200
1773327367.905762,68.887,200
1773327368.181828,58.878,200
1773327375.175526,139.692,200
1773327378.291642,166.352,200
1773327382.810543,65.243,200
1773327390.76678,157.895,200
1773327407.085766,152.554,200
1773327411.224357,67.63199999999999,200
1773327417.026583,58.757999999999996,200
1773327419.000616,60.823,200
1773327419.717553,61.013999999999996,200
1773327432.067038,154.534,200
1773327438.468016,188.975,200
1773327440.614218,83.956,200
1773327445.477592,66.93,200
1773327453.312997,141.663,200
1773327459.943563,138.154,200
1773327461.076313,64.901,200
1773327461.175094,63.96300000000001,200
1773327464.886432,59.06,200
1773327468.965391,60.983000000000004,200
1773327472.466839,67.39,200
1773327473.851049,61.385000000000005,200
1773327474.56642,67.50399999999999,200
1773327477.144664,63.488,200
1773327481.126568,62.574000000000005,200
1773327481.194113,59.776,200
1773327482.098077,57.82,200
1773327484.709236,64.921,200
1773327495.880982,141.53199999999998,200
1773327498.420392,67.329,200
1773327499.610131,64.212,200
1773327501.419811,58.863,200
1773327503.003,63.053,200
1773327507.468832,61.265,200
1773327508.932868,55.686,200
1773327511.036684,57.964,200
1773327513.159507,61.539,200
1773327523.261898,166.654,200
1773327526.958903,64.41,200
1773327527.950522,57.601,200
1773327534.044805,160.923,200
1773327540.353005,146.66199999999998,200
1773327540.360221,955.0920000000001,200
1773327552.077218,166.995,200
1773327559.462333,173.206,200
1773327565.583475,136.737,200
1773327577.852876,163.49099999999999,200
1773327581.759555,63.569,200
1773327581.953117,57.59,200
1773327585.533558,86.169,200
1773327588.662191,60.296,200
1773327593.177279,61.476000000000006,200
1773327597.971049,62.92300000000001,200
1773327600.387935,60.597,200
1773327603.42322,90.61800000000001,200
1773327605.795989,64.374,200
1773327615.640361,181.619,200
1773327624.320544,143.078,200
1773327625.540545,57.423,200
1773327633.656682,261.31399999999996,200
1773327644.922877,189.912,200
1773327657.920666,141.27700000000002,200
1773327659.429629,53.589,200
1773327666.374969,179.47199999999998,200
1773327683.158695,148.64,200
1773327692.989221,156.355,200
1773327693.484448,72.823,200
1773327696.528065,63.38199999999999,200
1773327698.183362,56.777,200
1773327698.682303,66.447,200
1773327700.082486,65.243,200
1773327711.239613,171.27700000000002,200
1773327720.099552,191.459,200
1773327725.435537,77.74000000000001,200
1773327726.888076,72.84400000000001,200
1773327734.995521,151.04000000000002,200
1773327740.126442,73.197,200
1773327747.793217,154.922,200
1773327748.128154,71.539,200
1773327764.561166,160.658,200
1773327764.890818,65.278,200
1773327765.306465,59.822,200
1773327766.111931,62.517,200
1773327778.596768,151.718,200
1773327810.1712,270.382,200
1773327811.000106,58.814,200
1773327811.250063,60.326,200
1773327815.580357,64.353,200
1773327824.337037,141.678,200
1773327841.180786,162.161,200
1773327851.693198,162.21099999999998,200
1773327861.203398,156.851,200
1773327878.895229,160.399,200
1773327902.780016,181.16,200
1773327922.930253,149.755,200
1773327938.460693,137.42399999999998,200
